"","headline","headline.type","magnitude","confidence","custom_id","company_name","prompt_type","explanation","input_tokens","output_tokens","headline.type.num","date","permno","ret","ret_fd1","ret_fd5","ret_fd10","ret_ld1","ret_ld2","ret_ld3"
"38062","UPDATE: Bank Of America Downgrades Public Storage To Neutral, Lowers Target From $243 To $228 'on elevated supply and marketing pressures, plus low earnings visibility as we head into 2020'","negative",0.8,0.9,34460,"PUBLIC STORAGE",7,"the downgrade by bank of america, along with the lowered target price and concerns about elevated supply, marketing pressures, and low earnings visibility, indicate a negative outlook for public storage.",155,70,0,"2019-11-19",64653,0.09366498561576,-0.116964534390718,-0.762611000153146,-0.36961189846274,0.154770677909255,0.277058625271187,0.878685120381917
"38063","Bank of America Downgrades Public Storage to Neutral","negative",0.7,0.9,34468,"PUBLIC STORAGE",7,"the downgrade from bank of america to a 'neutral' rating suggests a less favorable outlook for public storage, which is generally perceived as negative news.",124,64,0,"2019-11-19",64653,0.09366498561576,-0.116964534390718,-0.762611000153146,-0.36961189846274,0.154770677909255,0.277058625271187,0.878685120381917
"38064","Redhill Biopharma Q3 EPS $(0.03) Beats $(0.38) Estimate, Sales $1.4M Miss $1.77M Estimate","neutral",0.5,0.7,34484,"REDHILL BIOPHARMA LTD",7,"the news is mixed as redhill biopharma beat the eps estimate but missed the sales estimate.",160,55,1,"2019-11-19",13707,-0.902376230806112,-2.31787860393524,2.98012955803375,4.63576500662293,-2.48000342398882,-0.894313934985647,-2.16693791716105
"38065","HSBC Downgrades Rockwell Automation to Hold, Announces $208 Price Target","negative",0.8,0.9,34492,"ROCKWELL AUTOMATION INC",7,"the news is negative because hsbc downgraded rockwell automation's rating to 'hold' and set a price target of $208, which suggests a lack of confidence in the company's near-term performance.",138,75,0,"2019-11-19",84381,-0.505893677473068,-0.23388999979943,-0.177958418715296,-0.844055381261721,-1.29825035110116,-0.54339710819562,-0.201953391001897
"38066","'Nestle Sees $250 Million Sales Boost for Starbucks Products' -Bloomberg","positive",0.8,0.9,34500,"STARBUCKS CORP",7,"the news indicates a significant sales boost of $250 million for starbucks products, which is a positive development for the company.",139,59,2,"2019-11-19",77702,-0.428461097180843,-0.0717250630259513,1.07577553369198,2.07984436778885,-0.225629308260977,-0.426642116874465,0.0952992483904902
"38067","Citi Maintains Buy on Sculptor Capital, Raises Price Target to $45","positive",0.8,0.9,34508,"SCULPTOR CAPITAL MANAGEMENT INC",7,"the news is positive because citi maintained a 'buy' rating and raised the price target for sculptor capital, indicating confidence in the company's future performance.",140,65,2,"2019-11-19",92405,-0.585139729082584,3.23720499873161,4.00235599929208,17.3631591064858,-0.697262864559889,0.763927069649539,0.823271140162296
"38068","Sangamo Announces UK Authorization Of Phase 1/2 Clinical Trial Evaluating The CAR-Treg Cell Therapy TX200 For Kidney Transplantation","positive",0.8,0.9,34516,"SANGAMO THERAPEUTICS INC",7,"the news is positive because the authorization of a phase 1/2 clinical trial for a new therapy indicates progress in sangamo's research and development efforts, which can be seen as a significant milestone for the company.",159,78,2,"2019-11-19",88195,3.64025868475437,0.206606439314783,7.43800922739335,20.8677629200528,-0.743886269629002,-1.21628527773474,-3.61196541346099
"38069","Sirius XM Canada Says On Demand Library Will Now Be Available To Subs On Amazon Alexa, Echo Devices","positive",0.8,0.9,34524,"SIRIUS X M HOLDINGS INC",7,"the news is positive because it indicates an expansion of sirius xm canada's service availability, which can enhance user experience and potentially increase subscriber numbers.",147,62,2,"2019-11-19",80924,0.287769525311887,-1.004299800843,-1.00429985798938,-1.43471892970505,0.433522136881948,-0.429802481424446,1.01743731884114
"38070","SuperCom Receives Listing Notice From Nasdaq Due To Late Form 20-F","negative",0.8,0.9,34532,"SUPERCOM LTD",7,"the news is negative because receiving a listing notice from nasdaq due to a late form 20-f indicates potential compliance issues, which can negatively impact investor confidence and the company's stock performance.",131,71,0,"2019-11-19",92230,-3.41930352151394,3.75400111079216,8.3473152525229,8.4892366862094,7.51904249191284,8.89103126838413,12.9515522058204
"38071","DA Davidson Initiates Coverage On Splunk with Buy Rating","positive",0.8,0.9,34540,"SPLUNK INC",7,"the initiation of coverage with a buy rating by da davidson is generally seen as a positive indicator for splunk inc, suggesting confidence in the company's future performance.",127,66,2,"2019-11-19",13379,1.52292754501104,1.7246862873435,18.3378790681248,17.6159080878733,3.01174838095903,4.95769143707412,-1.54746641276274
"38072","Benchmark Maintains Buy on Staar Surgical, Lowers Price Target to $50","neutral",0.3,0.7,34548,"STAAR SURGICAL CO",7,"the news is neutral because while benchmark maintains a 'buy' rating, which is positive, the lowering of the price target to $50 introduces a negative aspect, balancing the overall sentiment.",138,72,1,"2019-11-19",72304,1.10689550638199,2.76577100157738,6.65514669326903,9.85307408786551,-2.49928217381239,-1.63323683781751,-1.09477742770159
"38073","STAG Industrial Appoints Jit Kee Chin To Board Of Directors","positive",0.8,0.9,34556,"STAG INDUSTRIAL INC",7,"the appointment of a new board member, jit kee chin, is generally seen as a positive development, indicating potential for fresh perspectives and strategic growth for stag industrial inc.",133,70,2,"2019-11-19",12681,0.675678858533502,-0.703103933483362,-1.15052927074598,-1.15819564302692,0.290416763164103,0.843608810570107,1.46915044717075
"38074","Cree, STMicro Report Expansion, Extension Of Long-Term Silicon Carbide Wafer Supply Deal To $500M+","positive",0.8,0.9,34564,"STMICROELECTRONICS NV",7,"the expansion and extension of a long-term silicon carbide wafer supply deal to over $500 million indicates strong business growth and a solid partnership for stmicroelectronics nv.",149,67,2,"2019-11-19",81132,-0.535865919664502,-0.497301854193211,2.94239947450066,2.15499561852013,0.289374496787786,0.957134957628325,0.957134957628325
"38075","Teva shares are trading higher. Not currently seeing any company-specific news.","positive",0.6,0.8,34596,"TEVA PHARMACEUTICAL INDS LTD",7,"teva shares are trading higher, which generally indicates positive market sentiment, even though there is no specific company news driving the increase.",144,61,2,"2019-11-19",75652,-0.483560841530561,1.26336356624961,-4.08163304410126,0.485910962960334,1.37255238369107,10.3521909692254,5.72597607510257
"38076","Target Q3 Earnings Preview","neutral",0.1,0.7,34604,"TARGET CORP",7,"the headline 'target q3 earnings preview' is neutral as it simply indicates an upcoming event without providing any positive or negative information about target corp's performance.",121,66,1,"2019-11-19",49154,-0.401929765939713,14.0550315380096,14.4700059908783,12.3319791395828,-1.1041427962482,0.765006176823824,3.11290941577607
"38077","et Option Alert: Apr 17 $90 Puts at the Bid: 5000 @ $2.05 vs 11947 OI; Earnings 11/20 Before Open Ref=$110.45","negative",0.7,0.8,34612,"TARGET CORP",7,"the purchase of a large number of put options at a strike price significantly below the current stock price suggests that investors are anticipating a decline in target corp's stock price.",158,72,0,"2019-11-19",49154,-0.401929765939713,14.0550315380096,14.4700059908783,12.3319791395828,-1.1041427962482,0.765006176823824,3.11290941577607
"38078","Barclays Maintains Equal-Weight on Tenet Healthcare, Raises Price Target to $33","neutral",0.5,0.8,34620,"TENET HEALTHCARE CORP",7,"the news is neutral because while barclays maintained an 'equal-weight' rating, which suggests no strong positive or negative sentiment, they did raise the price target, indicating a slight positive outlook.",141,73,1,"2019-11-19",52337,3.11688650399446,-1.13350320607424,0.503777693579832,6.23426141296002,0.818330608308315,4.47761083577403,3.87858210486434
"38079","From TJX Q3 Earnings Conference Call: Sees Q4 Sales $11.7B-$11.8B vs $11.77B Estimate","neutral",0.2,0.8,34628,"T J X COMPANIES INC NEW",7,"the q4 sales forecast of $11.7b-$11.8b is very close to the $11.77b estimate, indicating no significant deviation from expectations.",157,70,1,"2019-11-19",40539,1.83039493858814,-2.17678043991327,-0.478233699427732,-1.25329543362025,-0.451354822143912,0.625209462360843,1.8993850944528
"38080","From TJX Q3 Earnings Conference Call: Q4 Guidance Includes Negative Impact From Tariffs","negative",0.7,0.8,34636,"T J X COMPANIES INC NEW",7,"the news indicates that tjx's q4 guidance includes a negative impact from tariffs, which suggests potential financial challenges or reduced profitability.",144,61,0,"2019-11-19",40539,1.83039493858814,-2.17678043991327,-0.478233699427732,-1.25329543362025,-0.451354822143912,0.625209462360843,1.8993850944528
"38081","TJX Shares Quiet Despite Comment On Q3 Earnings Conference Call Mgmt Has Started To See Some Pressure On Margins Directly Sourced From China","negative",0.6,0.8,34644,"T J X COMPANIES INC NEW",7,"the news indicates that tjx companies inc. is experiencing pressure on margins due to direct sourcing from china, which is generally a negative indicator for financial performance.",155,66,0,"2019-11-19",40539,1.83039493858814,-2.17678043991327,-0.478233699427732,-1.25329543362025,-0.451354822143912,0.625209462360843,1.8993850944528
"38082","TJX Companies Trades Higher On Q3 Earnings Beat","positive",0.8,0.9,34652,"T J X COMPANIES INC NEW",7,"the news is positive because it reports that tjx companies' stock is trading higher following a q3 earnings beat, indicating strong financial performance.",136,63,2,"2019-11-19",40539,1.83039493858814,-2.17678043991327,-0.478233699427732,-1.25329543362025,-0.451354822143912,0.625209462360843,1.8993850944528
"38083","TJX Companies shares are trading higher after the company reported better-than-expected Q3 EPS and sales results. The company also issued FY20 EPS above analyst estimates.","positive",0.8,0.9,34660,"T J X COMPANIES INC NEW",7,"the news is positive because tjx companies reported better-than-expected q3 eps and sales results, and issued fy20 eps above analyst estimates, which are favorable indicators for the company's performance.",158,73,2,"2019-11-19",40539,1.83039493858814,-2.17678043991327,-0.478233699427732,-1.25329543362025,-0.451354822143912,0.625209462360843,1.8993850944528
"38084","The TJX Companies Sees Q4 EPS $0.74-$0.76 vs $0.77 Est., Sees FY20 EPS $2.61-$2.63 vs $2.61 Est.","negative",0.5,0.7,34668,"T J X COMPANIES INC NEW",7,"the q4 eps guidance is below the estimate, which is generally perceived negatively by investors.",169,53,0,"2019-11-19",40539,1.83039493858814,-2.17678043991327,-0.478233699427732,-1.25329543362025,-0.451354822143912,0.625209462360843,1.8993850944528
"38085","TJX Companies Q3 EPS $0.68 Beats $0.66 Estimate, Sales $10.5B Beat $10.32B Estimate","positive",0.8,0.9,34676,"T J X COMPANIES INC NEW",7,"the news is positive because tjx companies reported earnings per share (eps) and sales that both exceeded analysts' estimates.",156,59,2,"2019-11-19",40539,1.83039493858814,-2.17678043991327,-0.478233699427732,-1.25329543362025,-0.451354822143912,0.625209462360843,1.8993850944528
"38086","Tandem Diabetes Care shares are trading higher. Not seeing any news to justify the price action.","neutral",0.3,0.7,34684,"TANDEM DIABETES CARE INC",7,"the news indicates that tandem diabetes care shares are trading higher, but there is no specific news to justify the price action, making it neutral.",143,64,1,"2019-11-19",14325,5.73510602116585,2.71202456206083,5.84357448984014,-4.49505039814487,-1.78932286798954,0.879014274969103,0.76628278574602
"38087","UPDATE: Tuniu Q3 Adj. EPS $0.30 Up From $0.1 YoY, Sales $119.27M Beat $112.66M Estimate","positive",0.8,0.9,34692,"TUNIU CORP",7,"the news is positive because tuniu corp's q3 adjusted eps increased significantly from $0.1 to $0.30 year-over-year, and their sales of $119.27m beat the estimate of $112.66m.",156,84,2,"2019-11-19",14676,1.68918762356043,-3.65448147058487,-22.259138718751,-20.2657771077042,0.338982720859349,-5.43131216891355,-5.43131216891355
"38088","Tuniu Q3 EPS $(0.03) Down From $0.1 YoY, Sales $119.27M Beat $112.66M Estimate","neutral",0.5,0.7,34700,"TUNIU CORP",7,"the news is mixed: while tuniu corp's eps decreased year-over-year, their sales beat the estimate.",153,58,1,"2019-11-19",14676,1.68918762356043,-3.65448147058487,-22.259138718751,-20.2657771077042,0.338982720859349,-5.43131216891355,-5.43131216891355
"38089","ITC Finds US Industry Materially Injured By Mattress Imports From China; Watching Tempur Sealy Shares","positive",0.7,0.8,34708,"TEMPUR SEALY INTERNATIONAL INC",7,"the news is positive for tempur sealy international inc. because the finding that the us industry is materially injured by mattress imports from china could lead to tariffs or restrictions on these imports, potentially benefiting domestic manufacturers like tempur sealy.",145,82,2,"2019-11-19",89971,-1.81523840874433,0.0353259296389296,-0.153082053968745,-1.21290502708917,1.78886260837317,0.792448750943753,0.593154724653022
"38090","Targa Resources shares are trading lower after Piper Jaffray maintained its Neutral rating and lowered the price target from $43 to $42 per share.","negative",0.6,0.8,34716,"TARGA RESOURCES CORP",7,"the news is negative because the price target for targa resources was lowered, which typically indicates a less favorable outlook for the company's stock.",153,62,0,"2019-11-19",12476,-4.91928830742836,2.77552884072065,0.2425226324001,-4.68876755865532,-0.585836870595813,2.62950320331532,1.82623778156696
"38091","Piper Jaffray Maintains Neutral on Targa Resources, Lowers Price Target to $42","negative",0.6,0.8,34724,"TARGA RESOURCES CORP",7,"the news is negative because piper jaffray lowered the price target for targa resources, indicating a less favorable outlook.",144,59,0,"2019-11-19",12476,-4.91928830742836,2.77552884072065,0.2425226324001,-4.68876755865532,-0.585836870595813,2.62950320331532,1.82623778156696
"38092","UPDATE: TC Energy Says Continues To Estimate Total Oil Spilled At 9,120 Barrels","negative",0.8,0.9,34732,"T C ENERGY CORP",7,"the news about an oil spill involving 9,120 barrels is likely to be perceived negatively as it suggests environmental damage and potential regulatory and financial repercussions for tc energy corp.",140,69,0,"2019-11-19",67774,-0.388796557672322,-0.390321528539061,-0.800155815965242,-1.79547612054721,0.0972937094047665,0.94191434642743,0.8825199714243
"38093","TC Energy Says ~8K Barrels Of Crude Have Been Safely Recovered From Keystone Pipeline Spill In Ohio","negative",0.7,0.8,34740,"T C ENERGY CORP",7,"the news about a crude oil spill from the keystone pipeline is negative as it indicates an environmental incident, despite the recovery efforts.",143,60,0,"2019-11-19",67774,-0.388796557672322,-0.390321528539061,-0.800155815965242,-1.79547612054721,0.0972937094047665,0.94191434642743,0.8825199714243
"38094","Tesla shares are trading higher after the company said its China-made Model 3 Standard Range Plus will arrive in stores Friday.","positive",0.8,0.9,34748,"TESLA INC",7,"the news is positive because tesla shares are trading higher following the announcement that the china-made model 3 standard range plus will arrive in stores, indicating strong market reception and potential sales growth.",139,72,2,"2019-11-19",93436,2.72293463349342,-2.03048177063465,-8.51134194913976,-7.36815507634456,-0.619025807827711,0.183192779797103,1.12103225935609
"38095","Today's Pickup: Ferrero Turns To FourKites To Track Shipments","neutral",0,1,34756,"TESLA INC",7,"the news about ferrero turning to fourkites to track shipments is unrelated to tesla inc.",130,50,1,"2019-11-19",93436,2.72293463349342,-2.03048177063465,-8.51134194913976,-7.36815507634456,-0.619025807827711,0.183192779797103,1.12103225935609
"38096","Bezos' Blue Origin, Musk's SpaceX Can Bid On The Next Big NASA Contract","neutral",0.1,0.9,34764,"TESLA INC",7,"the news is about blue origin and spacex bidding on a nasa contract and does not directly mention or impact tesla inc.",134,59,1,"2019-11-19",93436,2.72293463349342,-2.03048177063465,-8.51134194913976,-7.36815507634456,-0.619025807827711,0.183192779797103,1.12103225935609
"38097","Didi Chuxing to Trial Japan Premium Service with Tesla, Mercedes Cars","positive",0.7,0.8,34780,"TESLA INC",7,"the news is positive for tesla inc. as it indicates that didi chuxing is choosing tesla cars for its premium service trial, suggesting confidence in tesla's quality and potential for increased sales or brand recognition.",131,77,2,"2019-11-19",93436,2.72293463349342,-2.03048177063465,-8.51134194913976,-7.36815507634456,-0.619025807827711,0.183192779797103,1.12103225935609
"38098","Customers Claim Ulta's Beautyfest was Full of Empty Promises","negative",0.8,0.9,34788,"ULTA BEAUTY INC",7,"the headline suggests dissatisfaction among customers regarding ulta's beautyfest, indicating a negative sentiment towards the company.",133,56,0,"2019-11-19",92322,-1.93590465933084,-2.2161990404129,-1.5150270605587,-0.0730396933740218,-0.799838081002235,0.60114744098978,0.11883652410698
"38099","Urban Outfitters Falls After Q3 Sales Miss","negative",0.8,0.9,34796,"URBAN OUTFITTERS INC",7,"the news is negative because it reports that urban outfitters' sales fell short of expectations in the third quarter, which typically has a negative impact on the company's stock price and investor sentiment.",133,72,0,"2019-11-19",79881,-4.54243682324886,-15.2309834957123,-9.13511986836725,-12.5390778723637,-2.89761628955603,-1.85486394580083,-2.10970339961302
"38100","Urban Outfitters Q3 EPS $0.56 Misses $0.57 Estimate, Sales $987.469M Miss $1B Estimate, Comps For Retail Segment Up 3% Year Over Year","negative",0.6,0.8,34804,"URBAN OUTFITTERS INC",7,"the news is negative because urban outfitters missed both its earnings per share (eps) and sales estimates, despite a 3% year-over-year increase in retail segment comps.",166,70,0,"2019-11-19",79881,-4.54243682324886,-15.2309834957123,-9.13511986836725,-12.5390778723637,-2.89761628955603,-1.85486394580083,-2.10970339961302
"38101","Urban Outfitters shares are trading lower in anticipation of the company's Q3 earnings scheduled for today after the close.","negative",0.6,0.8,34812,"URBAN OUTFITTERS INC",7,"the news indicates that urban outfitters shares are trading lower, which suggests a negative market sentiment in anticipation of the company's q3 earnings.",145,62,0,"2019-11-19",79881,-4.54243682324886,-15.2309834957123,-9.13511986836725,-12.5390778723637,-2.89761628955603,-1.85486394580083,-2.10970339961302
"38102","Urban Outfitters Option Alert: Dec 20 $29 Puts at the Bid: 5890 @ $1.771 vs 998 OI; Earnings 11/19 After Close Ref=$29.125","negative",0.7,0.8,34820,"URBAN OUTFITTERS INC",7,"the news indicates a significant number of put options being traded at the bid price, suggesting that traders are betting on a decline in urban outfitters' stock price.",167,67,0,"2019-11-19",79881,-4.54243682324886,-15.2309834957123,-9.13511986836725,-12.5390778723637,-2.89761628955603,-1.85486394580083,-2.10970339961302
"38103","Universal Security Q2 EPS $(0.3) Down From $(0.05) YoY, Sales $3.622M Down From $4.526M YoY","negative",0.8,0.9,34828,"UNIVERSAL SECURITY INSTRS INC",7,"the news is negative because both the eps and sales figures have decreased year-over-year, indicating a decline in financial performance.",159,59,0,"2019-11-19",79573,0.488108629360795,-18.0194318294525,-1.28486269644285,-10.6863048017617,-5.43492212891579,-9.27142612279969,-5.2230962167928
"38104","VMware shares are trading higher. Not currently seeing any company-specific news.","positive",0.7,0.8,34836,"VMWARE INC",7,"the news indicates that vmware shares are trading higher, which is generally a positive indicator for the company's market performance.",130,57,2,"2019-11-19",92257,3.26243229210377,-1.85164455324411,-4.58281056899621,-12.5737818384397,-0.599866081029177,0.849655705978924,0.922630837705074
"38105","Vertex Pharmaceuticals shares are trading higher after the company, along with CRISPR Therapeutics, announced positive, interim data from the investigational CRISPR/Cas9 gene-editing therapy CTX001 in ongoing Phase 1/2 clinical trials.","positive",0.8,0.9,34844,"VERTEX PHARMACEUTICALS INC",7,"the news is positive because vertex pharmaceuticals shares are trading higher following the announcement of positive interim data from their investigational gene-editing therapy, indicating potential success in their clinical trials.",179,70,2,"2019-11-19",76744,2.38095242530107,0.0325615459587425,1.88372223681195,4.14418763582873,0.0953274313360452,2.43902439661838,1.40028668789649
"38106","Crispr's Gene-Editing Therapy Found Effective In Treating Blood Disorders In Early-Stage Study","positive",0.8,0.9,34852,"VERTEX PHARMACEUTICALS INC",7,"the news is positive because it reports that crispr's gene-editing therapy, which is associated with vertex pharmaceuticals, has been found effective in treating blood disorders in an early-stage study.",150,72,2,"2019-11-19",76744,2.38095242530107,0.0325615459587425,1.88372223681195,4.14418763582873,0.0953274313360452,2.43902439661838,1.40028668789649
"38107","Cantor Fitzgerald Maintains Overweight on Vertex Pharmaceuticals, Raises Price Target to $229","positive",0.8,0.9,34860,"VERTEX PHARMACEUTICALS INC",7,"the news is positive because cantor fitzgerald has maintained an 'overweight' rating and raised the price target for vertex pharmaceuticals, indicating confidence in the company's future performance.",147,68,2,"2019-11-19",76744,2.38095242530107,0.0325615459587425,1.88372223681195,4.14418763582873,0.0953274313360452,2.43902439661838,1.40028668789649
"38108","CRISPR Therapeutics And Vertex Announce Safety And Efficacy Data From First Two Patients Treated With Investigational CRISPR/Cas9 Gene-Editing Therapy CTX001 For Severe Hemoglobinopathies","positive",0.8,0.9,34868,"VERTEX PHARMACEUTICALS INC",7,"the news reports safety and efficacy data from the first two patients treated with an investigational crispr/cas9 gene-editing therapy, which suggests promising progress in vertex pharmaceuticals' research and development efforts.",173,76,2,"2019-11-19",76744,2.38095242530107,0.0325615459587425,1.88372223681195,4.14418763582873,0.0953274313360452,2.43902439661838,1.40028668789649
"38109","Argus Research Upgrades Ventas to Buy","positive",0.8,0.9,34876,"VENTAS INC",7,"the news is positive because an upgrade to 'buy' from argus research indicates confidence in ventas inc.'s future performance.",127,61,2,"2019-11-19",75819,0.514144077897072,-0.323959812521935,0.392156205842009,-1.05712301775336,0.0857619859743863,-0.358611508189033,-0.714653710185209
"38110","Wayfair shares are trading lower after Citron Research issued a negative report on the stock.","negative",0.8,0.9,34884,"WAYFAIR INC",7,"the news is negative because it reports that wayfair shares are trading lower following a negative report from citron research.",135,58,0,"2019-11-19",14983,-2.96090394258499,-1.64482109248638,2.9916592246221,-3.96901287864455,3.28515097498894,3.98075446921999,3.38395525350685
"38111","'Citron final word on $W.  Short term tgt $45.  You have been ""Bezosed"".  Q proves that $W wouldn't have been able to go IPO in 2019.  Management has resorted to outright lying.  Consider this.  If $W had same enterprise val as $RH then $W would be $45.'","negative",0.8,0.9,34892,"WAYFAIR INC",7,"the news suggests that wayfair's management has resorted to lying and implies that the company's stock is overvalued, predicting a significant drop in its price.",191,67,0,"2019-11-19",14983,-2.96090394258499,-1.64482109248638,2.9916592246221,-3.96901287864455,3.28515097498894,3.98075446921999,3.38395525350685
"38112","Citron Research Out Negative On Wayfair, Sets $40 Price Target","negative",0.8,0.9,34900,"WAYFAIR INC",7,"the news is negative because citron research has issued a negative outlook on wayfair and set a low price target of $40, indicating a lack of confidence in the company's future performance.",132,72,0,"2019-11-19",14983,-2.96090394258499,-1.64482109248638,2.9916592246221,-3.96901287864455,3.28515097498894,3.98075446921999,3.38395525350685
"38113","Stilwell Sends Second Letter To Wheeler REIT, Urges Vote On Green Proxy Card","negative",0.6,0.8,34908,"WHEELER REAL ESTATE INV TR INC",7,"the news suggests that there is a dispute or dissatisfaction with the current management of wheeler reit, as indicated by stilwell's urging to vote on a different proxy card.",146,69,0,"2019-11-19",13700,11.6402067244053,0.947877764701843,-9.00473657155217,-2.84359874259659,0.435749301686883,-5.50000069475767,1.06951783797642
"38114","Wipro Signs MOU With University Of Oulu To Collaborate On 5G And 6G Technologies","positive",0.8,0.9,34916,"WIPRO LTD",7,"the news is positive because it indicates a strategic collaboration that could enhance wipro's capabilities in advanced technologies like 5g and 6g, potentially leading to future growth and innovation.",140,76,2,"2019-11-19",88683,-0.263851997442544,-0.264550023712218,-3.7037002478878,-2.64550018449161,-2.06718146800995,-1.81346973729855,-1.81346973729855
"38115","XOMA Reports $22M Rights Offering","neutral",0.5,0.7,34924,"XOMA CORP",7,"the news about xoma corp reporting a $22m rights offering is neutral as it simply states a financial action without indicating immediate positive or negative impacts.",126,65,1,"2019-11-19",10333,0.969744008034468,-3.49596552550793,-7.60661313396028,-7.9523686125665,1.97784807533026,3.53414094466276,4.58418298920924
"38116","Retail Economist/Goldman Sachs Chain Store Sales For Nov. 6 Week Up 2.8% YoY","neutral",0.3,0.7,34940,"SPDR SERIES TRUST",7,"the news about retail sales increasing by 2.8% yoy is positive for the retail sector but does not directly indicate a significant impact on spdr series trust.",141,73,1,"2019-11-19",91316,-1.94109529256821,-1.27417827025056,2.02502706446708,-0.0910145634065551,-0.089168333215639,0.900498722725396,1.56355903008452
"38117","AbbVie shares are trading higher after the company reported better-than-expected Q3 EPS and sales results. The company also raised its FY19 EPS guidance above analyst estimates.","positive",0.8,0.9,34948,"ABBVIE INC",7,"the news is positive because abbvie reported better-than-expected q3 eps and sales results and raised its fy19 eps guidance above analyst estimates, which typically boosts investor confidence and share prices.",151,73,2,"2019-11-01",13721,2.76555232703686,1.51681695133448,4.23241458700161,8.41589855359721,-0.138087628874928,1.3763244327059,1.55751457226334
"38118","From AbbVie Earnings Conference Call: Co. Notified FTC It Plans To Divest 2 Assets For Allergan Deal To Go Through","neutral",0.3,0.7,34956,"ABBVIE INC",7,"the news is neutral as it indicates a procedural step in the acquisition process, which is neither inherently positive nor negative for abbvie inc.",145,62,1,"2019-11-01",13721,2.76555232703686,1.51681695133448,4.23241458700161,8.41589855359721,-0.138087628874928,1.3763244327059,1.55751457226334
"38119","AbbVie Q3 Adj. EPS $2.33 Beats $2.3 Estimate, Sales $8.479B Beat $8.38B Estimate","positive",0.8,0.9,34988,"ABBVIE INC",7,"the news is positive because abbvie inc. reported earnings per share (eps) and sales that both exceeded analysts' estimates.",149,60,2,"2019-11-01",13721,2.76555232703686,1.51681695133448,4.23241458700161,8.41589855359721,-0.138087628874928,1.3763244327059,1.55751457226334
"38120","Arbor Realty Trust Q3 GAAP EPS $0.35 Beats $0.33 Estimate, Adj. FFO $0.36, Sales $32.445M Miss $34M Estimate","neutral",0.5,0.7,34996,"ARBOR REALTY TRUST INC",7,"the news is mixed as arbor realty trust beat the eps estimate but missed the sales estimate.",162,53,1,"2019-11-01",90102,3.14787924289703,0.496804062277079,9.43931797089654,8.86730014066253,0.29368547257036,0.589101056234664,0.886262072145216
"38121","﻿Adamis Pharmaceuticals shares are trading lower as a potential sell-off after the company's stock increased roughly 15% yesterday ahead of the FDA decision on higher doses of naloxone.","negative",0.6,0.8,35004,"ADAMIS PHARMACEUTICALS CORP",7,"the news indicates that adamis pharmaceuticals shares are trading lower, suggesting a negative market reaction despite the previous day's gains.",167,58,0,"2019-11-01",82163,-9.38271284103394,0,37.6021719289001,18.215250778003,14.7308826446533,14.8936193965274,8.87096503602112
"38122","American International shares are trading lower after the company reported its Q3 earnings results.","negative",0.8,0.9,35020,"AMERICAN INTERNATIONAL GROUP INC",7,"the news is negative because it reports that american international shares are trading lower following the company's q3 earnings results, indicating a negative market reaction to the earnings report.",135,67,0,"2019-11-01",66800,1.5105726197362,2.17634309083223,3.99925897420728,0.316223992072184,0.665269838646054,1.65067300412294,0.780209060910275
"38123","Albemarle shares are trading higher after the company announced the completion of Lithium JV with Mineral Resources Limited.","positive",0.8,0.9,35036,"ALBEMARLE CORP",7,"the news is positive because albemarle shares are trading higher following the announcement of the completion of a lithium jv with mineral resources limited, indicating investor confidence and potential growth opportunities.",144,70,2,"2019-11-01",80191,6.17384947836399,4.97751459479332,5.41169995163269,2.55853839327733,-3.07961795479059,-3.63318603475636,-4.70662053675967
"38124","Albemarle Announces Completion of Lithium JV with Mineral Resources Limited","positive",0.8,0.9,35044,"ALBEMARLE CORP",7,"the completion of a joint venture with mineral resources limited is likely to be seen as a positive development for albemarle corp, as it suggests growth and expansion in the lithium sector.",136,71,2,"2019-11-01",80191,6.17384947836399,4.97751459479332,5.41169995163269,2.55853839327733,-3.07961795479059,-3.63318603475636,-4.70662053675967
"38125","Align Technology shares are trading higher on seemingly no company-specific news.","neutral",0.2,0.8,35052,"ALIGN TECHNOLOGY INC",7,"the news indicates that align technology shares are trading higher, but it is based on no company-specific news, making it neutral overall.",130,61,1,"2019-11-01",88860,1.88276004046202,0.673039397224784,1.12045005961705,2.67662800097781,-0.166203721892089,-1.49539352193947,0.74674361626943
"38126","Imperial Capital Maintains Underperform on AMC Networks, Lowers Price Target to $39","negative",0.8,0.9,35060,"A M C NETWORKS INC",7,"the news is negative because imperial capital has maintained an 'underperform' rating and lowered the price target for amc networks, indicating a lack of confidence in the company's future performance.",140,70,0,"2019-11-01",12880,-1.0792133398354,-3.89972217381,-3.87651342783221,-7.96193200340327,-0.684148818254471,-3.1361206949741,-6.94444464952819
"38127","Morgan Stanley Maintains Overweight on AMETEK, Raises Price Target to $102","positive",0.8,0.9,35068,"AMETEK INC NEW",7,"morgan stanley maintaining an 'overweight' rating and raising the price target to $102 indicates a positive outlook on ametek's performance and potential for growth.",137,67,2,"2019-11-01",85257,2.78231892734766,1.50743722915649,2.48408074608581,4.21443881965486,0.372362253256142,0.0218315788482525,1.38274331344697
"38128","Baird Upgrades Amedisys to Outperform","positive",0.8,0.9,35076,"AMEDISYS INC",7,"the news is positive because an upgrade to 'outperform' by baird suggests increased confidence in amedisys' future performance.",131,62,2,"2019-11-01",80795,13.9900371432304,0.634807301685214,1.87713306735064,4.33447500816211,-2.768942900002,-5.81855658321874,-4.26815340708977
