Unnamed: 0,custom_id,company_name,headline,prompt_type,headline type,confidence,magnitude,explanation,headline type num,date,ticker,datetime_utc,permno,cusip,ret,ret_f1,ret_f2,ret_f3,ret_f4,ret_f5,ret_f6,ret_f7,ret_f8,ret_f9,ret_f10,date1,date2,date3,date4,date5,date6,date7,date8,date9,date10,Mkt-RF,SMB,HML,RF,Mkt-RF_1,SMB_1,HML_1,RF_1,date_1,Mkt-RF_2,SMB_2,HML_2,RF_2,date_2,Mkt-RF_3,SMB_3,HML_3,RF_3,date_3,Mkt-RF_4,SMB_4,HML_4,RF_4,date_4,Mkt-RF_5,SMB_5,HML_5,RF_5,date_5,Mkt-RF_6,SMB_6,HML_6,RF_6,date_6,Mkt-RF_7,SMB_7,HML_7,RF_7,date_7,Mkt-RF_8,SMB_8,HML_8,RF_8,date_8,Mkt-RF_9,SMB_9,HML_9,RF_9,date_9,Mkt-RF_10,SMB_10,HML_10,RF_10,date_10,index,b_mkt,b_smb,b_hml,er_CAPM,ar_CAPM,er_CAPM_1,ar_CAPM_1,er_CAPM_2,ar_CAPM_2,er_CAPM_3,ar_CAPM_3,er_CAPM_4,ar_CAPM_4,er_CAPM_5,ar_CAPM_5,er_CAPM_6,ar_CAPM_6,er_CAPM_7,ar_CAPM_7,er_CAPM_8,ar_CAPM_8,er_CAPM_9,ar_CAPM_9,er_CAPM_10,ar_CAPM_10,CAPM_CAR_1,CAPM_CAR_2,CAPM_CAR_3,CAPM_CAR_5,CAPM_CAR_10
29120,29120,WYNN RESORTS LTD,"Jefferies Upgrades Wynn Resorts to Buy, Raises Price Target to $170",7,increase,0.8,0.7,"jefferies upgrading wynn resorts to buy and raising the price target indicates positive sentiment and potential growth, likely leading to an increase in the stock price.",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29128,29128,WYNN RESORTS LTD,JP Morgan Upgrades Wynn Resorts to Buy from Hold; Raises Price Target to $158 from $149,7,increase,0.8,0.7,"the upgrade to buy from hold and the increase in price target by jp morgan is likely to create positive sentiment and attract more investors, leading to a potential increase in wynn resorts ltd's stock price.",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29136,29136,EXXON MOBIL CORP,Tudor Pickering Initiates Coverage On Exxon Mobil with Hold Rating,7,uncertain,0.6,0.3,"the initiation of coverage with a hold rating could lead to mixed reactions from investors, resulting in uncertainty about the impact on exxon mobil's stock price.",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29144,29144,XOMA CORP,XOMA Reports Purchase Of Royalty Rights To 5 Hematology Candidates From Aronora For $6M In Initial Payment Plus Up To $3M Upon Fulfillment Of Certain Conditions,7,increase,0.8,0.6,"the purchase of royalty rights to 5 hematology candidates could potentially lead to increased revenue and future growth for xoma corp, which may positively impact their stock price.",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29152,29152,SPDR SERIES TRUST,"National Retail Federation Says US Consumer, While More Cautious, Has Not Stopped Spending",7,increase,0.8,0.6,positive news about us consumer spending is likely to boost confidence in the market and lead to an increase in spdr series trust's stock price.,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29160,29160,SPDR SERIES TRUST,"National Retail Federation Issues Report Noting Retail Imports Expected To Rise Into Summer, Cites Tariff Increases Delayed",7,increase,0.8,0.7,"the expected rise in retail imports due to delayed tariff increases could lead to increased consumer spending and boost the overall retail sector, potentially benefiting spdr series trust's stock price.",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29168,29168,A C N B CORP,ACNB Corp. Raises Qtr. Dividend From $0.23 To $0.25/Share,7,increase,0.8,0.6,"the increase in dividend payout is a positive signal to investors, indicating financial strength and potential growth, likely leading to an increase in stock price.",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29176,29176,AGREE REALTY CORP,Agree Realty Raises FY Acquisition Guidance From $350M-$400M To $450M-$500M,7,increase,0.8,0.7,"raising the acquisition guidance indicates growth and potential for increased revenue, which typically leads to a positive impact on stock price.",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29184,29184,AGREE REALTY CORP,"Agree Realty Q1 EPS $0.48 Beats $0.42 Estimate, Adj. FFO $0.72, Core FFO $0.74, Sales $42.348M Miss $45.09M Estimate",7,uncertain,0.6,0.3,"while the q1 eps beat estimates, the miss in sales may offset the positive impact on the stock price.",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29192,29192,AGENUS INC,"B. Riley FBR Initiates Coverage On Agenus with Buy Rating, Announces $5 Price Target",7,increase,0.8,0.7,"the initiation of coverage with a buy rating and a price target higher than the current stock price typically leads to increased investor interest and buying activity, driving the stock price up.",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29200,29200,ALLEGIANT TRAVEL CO,Allegiant Reports Filing Of Application With US Dept. Of Transportation For Scheduled Service To Mexico,7,increase,0.8,0.7,"the filing of the application for scheduled service to mexico indicates potential expansion and growth opportunities for allegiant travel co, which could positively impact its stock price.",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29208,29208,AUTOLIV INC,KeyBanc Downgrades Autoliv to Sector Weight,7,decrease,0.8,0.7,keybanc downgrading autoliv to sector weight may lead to decreased investor confidence and selling pressure on the stock.,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29216,29216,AMERISERV FINANCIAL INC,AmeriServ Financial Raises Qtr. Dividend From $0.02 To $0.025/Share,7,increase,0.8,0.5,"the increase in dividend payout may attract more investors, leading to a potential increase in stock price.",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29224,29224,ASTRONICS CORP,"Astronics Reports Was Selected To Supply Inflight Entertainment System Hardware For Next-Gen Inflight Entertainment, Connectivity System Being Developed By One Of The Largest Airlines In The US, No Terms Disclosed",7,increase,0.8,0.7,the news of being selected to supply inflight entertainment system hardware for a next-gen system by a major airline in the us is likely to boost investor confidence in astronics corp's future prospects.,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29232,29232,ACTIVISION BLIZZARD INC,Activision Blizzard Option Alert: Jan 17 $50 Calls Sweep (18) near the Ask: 500 @ $4.4 vs 4931 OI; Earnings 5/2 After Close Ref=$45.48,7,increase,0.8,0.6,the large purchase of $50 calls suggests bullish sentiment and anticipation of a potential increase in stock price leading up to earnings.,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29240,29240,AXOGEN INC,"Axogen Completes Interim Analysis of its RECON Study, the Study's Biostatistician Recommends Expanding Study Enrollment and Continuing the Study",7,increase,0.8,0.7,"the completion of the interim analysis with a recommendation to expand enrollment and continue the study suggests positive progress and potential future success for axogen inc, likely leading to an increase in stock price.",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29248,29248,AMERICAN EXPRESS CO,"Morgan Stanley Maintains Equal-Weight on American Express, Raises Price Target to $123",7,increase,0.8,0.6,"morgan stanley raising the price target for american express suggests positive sentiment and potential growth, likely leading to an increase in the stock price.",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29256,29256,ALIBABA GROUP HOLDING LTD,e-Commerce Is The Hot Topic For Air Cargo At The Upcoming CNS Partnership Conference,7,increase,0.8,0.7,"the focus on e-commerce at the upcoming conference suggests potential growth opportunities for alibaba group holding ltd, leading to a likely increase in stock price.",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29264,29264,BANK OF MARIN BANCORP,"Bank of Marin Q1 EPS $0.54 Misses $0.63 Estimate, Sales $25.617M Beat $24M Estimate",7,decrease,0.8,0.6,the miss in eps may lead to a decrease in investor confidence and a potential decrease in stock price.,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29272,29272,BANK OF HAWAII CORP,Bank of Hawaii Raises Qtr Dividend From $0.62 to $0.65/Share,7,increase,0.8,0.05,"the increase in quarterly dividend may attract more investors, leading to a potential increase in stock price.",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29280,29280,BANK OF HAWAII CORP,"Bank of Hawaii Q1 EPS $1.43 Beats $1.36 Estimate, Sales $168.516M Beat $166.82M Estimate",7,increase,0.8,0.6,"bank of hawaii beat earnings and sales estimates for q1, indicating strong performance which is likely to positively impact the stock price.",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29288,29288,B O S BETTER ONLINE SOLNS LTD,B.O.S Secures Bank Financing For Acquisition Of Imdecol Ltd.,7,increase,0.8,0.7,securing bank financing for acquisition indicates growth potential and increased value for b o s better online solns ltd.,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29296,29296,BROWN & BROWN INC,Brown & Brown Q1 EPS $0.41 Beats $0.36 Estimate,7,increase,0.8,0.6,"the fact that brown & brown q1 eps beat estimates suggests strong performance, likely leading to an increase in the stock price.",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29304,29304,SIERRA BANCORP,Sierra Q1 EPS $0.58 Beats $0.52 Estimate,7,increase,0.8,0.2,"sierra bancorp beating earnings estimates typically results in a positive reaction from investors, leading to a potential increase in stock price.",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29312,29312,ANHEUSER BUSCH INBEV SA NV,Kraft Heinz CEO Is Out; Anheuser Busch's Miguel Patricio To Take Over,7,uncertain,0.6,0.0,"the change in leadership could bring uncertainty to the company's future direction, leading to mixed reactions from investors.",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29320,29320,BROADWIND INC,"Broadwind Energy Reports $19.5M Tower Order For Production In Its Manitowoc, Wisconsin Tower Plant Beginning Later In 2019",7,increase,0.8,0.7,"the $19.5m tower order indicates a positive growth in production, which could lead to increased revenue and potentially boost broadwind inc's stock price.",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29328,29328,BLACKSTONE INC,"UPDATE: Morgan Stanley Maintains Overweight On Blackstone, Raises Target On As Firm Believes Co's C-corp conversion Will Unlock Value",7,increase,0.8,0.7,"morgan stanley maintaining an overweight rating and raising the target suggests positive sentiment and potential value unlocking, likely leading to an increase in blackstone inc's stock price.",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29336,29336,BLACKSTONE INC,"Morgan Stanley Maintains Overweight on Blackstone Group, Raises Price Target to $45",7,increase,0.8,0.6,"morgan stanley maintaining an overweight rating and raising the price target indicates positive sentiment towards blackstone group, likely leading to an increase in stock price.",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29344,29344,BLACKSTONE INC,Blackstone Group shares are continuing higher after the company reported better-than-expected Q1 results late last week.,7,increase,0.8,0.7,the better-than-expected q1 results are likely to boost investor confidence and drive the stock price higher.,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29352,29352,CAPITAL CITY BANK GROUP,"Capital City Bank Group Q1 EPS $0.38 Beats $0.37 Estimate, Sales $37.46M Miss $37.53M Estimate",7,uncertain,0.6,0.3,"while the q1 eps beat estimates, the sales missed estimates, leading to uncertainty in how investors will react.",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29360,29360,CROWN CASTLE INC,Crown Castle Intl Option Alert: May 17 $125 Calls at the Ask: 587 @ $1.25 vs 5665 OI; Ref=$122.065,7,increase,0.8,0.6,the high volume of call options being purchased at a strike price above the current stock price suggests bullish sentiment and potential for an increase in crown castle inc's stock price.,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29368,29368,CADENCE DESIGN SYSTEMS INC,"Cadence Design Systems Sees FY19 Adj. EPS $2.04-$2.12 vs $2.03 Estimate, Sales $2.305B-$2.335B vs $2.29B Est.",7,increase,0.8,0.6,"the company's fy19 adjusted eps and sales are higher than estimates, indicating strong performance which could lead to an increase in stock price.",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29376,29376,CADENCE DESIGN SYSTEMS INC,"Cadence Design Systems Sees Q2 Adj. EPS $0.52-$0.54 vs $0.50 Estimate, Sales $575M-$585M vs $567.7M Est.",7,increase,0.8,0.6,the better-than-expected q2 adjusted eps and sales forecast are likely to positively impact investor sentiment and drive up cadence design systems inc's stock price.,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29384,29384,CADENCE DESIGN SYSTEMS INC,"Cadence Design Systems Q1 EPS $0.54 Beats $0.49 Estimate, Sales $576.742M Beat $569.24M Estimate",7,increase,0.8,0.6,"cadence design systems beat both eps and sales estimates, indicating strong performance which is likely to positively impact the stock price.",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29392,29392,CHINA JO JO DRUGSTORES INC,"China Jo-Jo Drugstores Chair, CEO Sends Letter To Shareholders, Offers Update On Strategic Transformation Plan",7,uncertain,0.6,0.3,"the letter to shareholders could be seen as positive for the company's strategic transformation plan, but the overall impact on the stock price is uncertain.",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29400,29400,COSTAMARE INC,"Costamare Inc. Q1 Adj. EPS $0.12, Same YoY, Voyage Sales $92.754M, Same YoY",7,uncertain,0.6,0.3,"the q1 results being in line with the previous year may not have a significant impact on the stock price, but other factors could influence it.",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29408,29408,COMTECH TELECOMMUNICATIONS CORP,"Comtech Reports Its Comtech EF Data Subsidiary Had Its Heights Networking Platform Selected By Claro Argentina To Connect Rural Communities Throughout Argentina With High-Speed 2G/3G, LTE Backhaul, No Terms Disclosed",7,increase,0.8,0.7,"the selection of comtech ef data's heights networking platform by claro argentina indicates a positive development for the company, potentially leading to increased revenue and market visibility.",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29416,29416,COMMSCOPE HOLDING CO INC,JP Morgan Initiates Coverage On CommScope Holding Co with Overweight Rating,7,increase,0.8,0.7,"jp morgan initiating coverage with an overweight rating typically signals positive sentiment and could attract more investors, leading to a potential increase in commscope holding co inc's stock price.",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29424,29424,DOMINION ENERGY INC,Dominion Energy Announces Addition Of Six New Solar Facilities That Will Be Dedicated To Facebook,7,increase,0.8,0.7,the addition of new solar facilities dedicated to a high-profile client like facebook is likely to boost investor confidence and lead to an increase in dominion energy inc's stock price.,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29432,29432,DANAOS CORP,Danaos Announces a 1-for-14 Reverse Split,7,uncertain,0.6,0.3,"while a reverse split can sometimes lead to an increase in stock price by making shares more valuable, it can also signal financial distress which may cause a decrease.",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29440,29440,3 D SYSTEMS CORP DEL,"Craig-Hallum Initiates Coverage On 3D Systems with Hold Rating, Announces $12 Price Target",7,increase,0.8,0.6,the initiation of coverage with a hold rating and a price target higher than the current stock price may attract investors and lead to an increase in 3 d systems corp del's stock price.,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29448,29448,DILLARDS INC,Wedbush Downgrades Dillard's to Underperform,7,decrease,0.8,0.7,"the downgrade to underperform by wedbush suggests a negative outlook on dillard's performance, which could lead to a decrease in the stock price.",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29456,29456,DOVER CORP,"Morgan Stanley Maintains Equal-Weight on Dover, Raises Price Target to $101",7,increase,0.8,0.6,"morgan stanley maintaining equal-weight rating and raising price target suggests positive sentiment towards dover corp, potentially leading to an increase in stock price.",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29464,29464,DOVER CORP,Baird Downgrades Dover to Neutral,7,decrease,0.8,0.6,a downgrade from a reputable source like baird typically leads to a decrease in stock price as it may signal concerns about the company's performance.,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29472,29472,ENNIS INC,"Ennis Q4 EPS $0.32 Misses $0.33 Estimate, Sales $100.702M Beat $100.59M Estimate",7,uncertain,0.6,0.3,"while the eps missed estimates, sales beat estimates which could lead to mixed reactions from investors.",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29480,29480,ENCORE CAPITAL GROUP INC,Encore Capital Shares Tick Higher Over Last Few Mins. As Traders Circulate Automated Alert From Twitter Account Suggesting To Buy The Stock On News A New Buick GX Compact Crossover Is Coming To The US; BZ NOTE: This Is A Mix Up Of The News By The Account,7,uncertain,0.6,0.3,"the news of a new buick gx compact crossover coming to the us may create some temporary excitement among traders, but it is likely to be seen as a mix-up and not have a significant impact on encore capital group inc's stock price.",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29488,29488,ENTERPRISE FINANCIAL SVCS CORP,"Enterprise Financial Q1 Adj. EPS $0.91, Inline",7,uncertain,0.6,0.3,"the q1 adj. eps being inline may not have a significant impact on the stock price, as it met expectations but did not exceed them.",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29496,29496,EAGLE PHARMACEUTICALS INC,Eagle Pharma Establishes a Billing Code for BELRAPZO 500mL Injection,7,uncertain,0.6,0.3,"the establishment of a billing code could potentially lead to increased sales and revenue, but the impact on the stock price is uncertain due to other factors at play in the pharmaceutical industry.",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29504,29504,EQUITY LIFESTYLE PROPERTIES INC,"Equity Lifestyle Q1 EPS $0.58 Misses $0.7 Estimate, Normalized FFO $1.13, Sales $259.1M",7,decrease,0.8,0.6,the miss in q1 eps and lower than expected normalized ffo may lead to a decrease in equity lifestyle properties inc's stock price.,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29512,29512,ENZO BIOCHEM INC,"UPDATE: Enzo To Receive $14M In 1-Time Payments 'in exchange for fully paid-up, worldwide licenses to Hologic and Grifols'",7,increase,0.8,0.7,"the $14m in 1-time payments for licenses could be seen as a positive development for enzo biochem inc, potentially increasing investor confidence and driving up the stock price.",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29520,29520,ENZO BIOCHEM INC,"Enzo Biochem 8-K Shows Co.'s Life Sciences Subsidiary Entered Settlement, License Deal With Hologic, Grifols To Settle All Outstanding Patent Disputes Among Parties",7,uncertain,0.6,0.3,"the settlement and license deal could have positive or negative implications for the company's stock price, making the outcome uncertain.",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29528,29528,EOG RESOURCES INC,"KeyBanc Maintains Overweight on EOG Resources, Raises Price Target to $110",7,increase,0.8,0.7,"keybanc maintaining an overweight rating and raising the price target indicates positive sentiment towards eog resources, which could lead to an increase in the stock price.",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29536,29536,FASTENAL CO,"Fastenal Late Thurs. Announced 2-For-1 Split, Effective May 22, 2019",7,increase,0.8,0.7,"stock splits are often seen as a positive sign by investors, leading to increased demand and potentially driving up the stock price.",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29544,29544,FIRST BANCSHARES INC MS,First Bancshares Raises Qtr. Dividend From $0.07 To $0.08/Share,7,increase,0.8,0.5,"the increase in dividend may attract more investors, leading to a potential increase in stock price.",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
